blind_id,first_gaze_s,gaze_to_stimulus_latency_s,precue_fixation_0_1,offroad_dwell_total_s,longest_offroad_dwell_s,apparent_lean_in_0_1,approach_to_board_0_3,line_departure_0_2,notes,set,pid,route,event,qtype,target,strategy,collision,flag5s,start_s,content_end_s,cue_s,ans_s,collision_s,fg_raw,lat_entered,GLITCH,latency_s,precue_fixation_0_1_n,apparent_lean_in_0_1_n,approach_to_board_0_3_n,line_departure_0_2_n,no_acquisition,approach,lean,linedep,dualzoom,visualID,folder,imu_rows,has_imu,roll_p95,pitch_p95,transl_p95,resting_lin
CLIP_7DC4D4,,0,1.0,,,0.0,0.0,1.0,minor delay in taking the turn,D,17_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,13.57,18.18,15.57,17.18,,,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,1.0,0.0,True,R3_17,15599,True,4.036897155550649,16.45073663659491,0.09445202476741273,0.010135985985045422
CLIP_7EB239,4.108,,0.0,,,1.0,1.0,1.0,delays turn to look at squirrel,B,33_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,21.65,29.36,23.65,28.36,,4.108,,False,2.1079999999999997,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_33,11328,True,5.382500561141849,5.479369342936959,0.14692554089811924,0.029311416819965047
CLIP_7FB941,2.633,,0.0,,,1.0,1.0,1.0,major delay in turn to look at squirrel,A,07_RT,2,Q3,Animal,Squirrel,Not_Applicable,1,1,35.1,40.06,37.1,39.06,41.46,2.633,,False,0.633,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_07,17248,True,4.610571088381382,4.429466723630049,0.08450848573914871,0.019735624500391187
CLIP_82FD23,4.448,,0.0,,,0.0,,0.0,,C,13_RT,2,Q1,Name,Name1,Visual_Search,0,0,21.79,27.46,23.79,26.46,,4.448,,False,2.4480000000000004,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_13,34297,True,2.5691079922614026,12.536846725263809,0.057384178369681425,0.026000758798081346
CLIP_86979D,,,0.0,,,0.0,,0.0,Name from working memory,C,18_RT,2,Q1,Name,Name1,Working_Memory,0,0,10.96,15.28,12.96,14.28,,,,False,,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_18,25034,True,3.086485061512766,8.549704906566717,0.0887568633367489,0.02551943835083766
CLIP_86F792,3.065,,1.0,,,1.0,1.0,1.0,slows down and delays turn to look at rabbit,D,31_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,3.05,9.06,5.05,8.06,,3.065,,False,1.065,1.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R3_31,0,False,,,,
CLIP_87AFC9,2.400,,1.0,,,1.0,0.0,0.0,"steady low speed, leaned to track squirrel but kept course",B,16_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,21.58,29.84,23.58,28.84,,2.4,,False,0.3999999999999999,1.0,1.0,0.0,0.0,False,0.0,1.0,0.0,0.0,True,R2_16,12825,True,3.987751362835122,2.6569657500503214,0.03569104747714074,0.016385748292778123
CLIP_8B420C,2.990,,0.0,,,1.0,0.0,1.0,went from 4mph to 0 in order to see the rabbit sign,D,20_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,3.33,11.71,5.33,10.71,,2.99,,False,0.9900000000000002,0.0,1.0,0.0,1.0,False,0.0,1.0,1.0,0.0,True,R3_20,13588,True,2.672590074080574,7.245702838148048,0.051318389400103706,0.015660392483294552
CLIP_8DEAC7,3.429,,0.0,,,0.0,0.0,0.0,Name from visual search,C,33_RT,2,Q1,Name,Name1,Visual_Search,0,0,5.45,10.29,7.45,9.29,,3.429,,False,1.4289999999999998,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,R2_33,11328,True,3.290209128627224,5.000765171764393,0.08914548820606066,0.029311416819965047
CLIP_905780,3.595,,0.0,,,0.0,0.0,0.0,,C,14_RT,2,Q1,Name,Name1,Visual_Search,0,0,11.7,16.5,13.7,15.5,,3.595,,False,1.5950000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,R2_14,13766,True,7.558219263439357,5.986313615455659,0.11843236972410982,0.027198745636336924
CLIP_9102EA,,0,1.0,,,0.0,0.0,0.0,,D,28_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,20.18,25.31,22.18,24.31,,,0.0,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_28,33136,True,0.9363971163960282,3.0749969442176286,0.01892567290012782,0.00951166487812113
CLIP_929C4E,6.107,,0.0,,,1.0,1.0,1.0,minor delay in taking the turn to view squirrel,A,15_RT,2,Q3,Animal,Squirrel,Not_Applicable,1,1,28.87,37.9,30.87,36.9,40.73,6.107,,False,4.107,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_15,18822,True,3.475738618565178,2.3487542710365825,0.052927124208889335,0.01635416437250954
CLIP_952308,2.660,,0.0,,,1.0,0.0,1.0,slowed to stop to check squirrel sign,B,12_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,41.64,47.7,43.64,46.7,,2.66,,False,0.6600000000000001,0.0,1.0,0.0,1.0,False,0.0,1.0,1.0,0.0,True,R2_12,20182,True,4.091767443112464,2.4331256599612585,0.07146679767872012,0.01629362133284485
CLIP_990665,,0,1.0,,,0.0,0.0,0.0,,D,14_RT,3,Q3,Sign,Markings,Not_Applicable,0,1,19.44,25.65,21.44,24.65,,,0.0,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_14,13640,True,3.566779011239554,5.779556803733018,0.06862210258930837,0.03418084473261671
CLIP_9A455C,3.246,,0.0,,,1.0,1.0,1.0,straightened up steering slowed and edged toward rabbit. Delayed turn,D,06_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,10.03,15.03,12.03,14.03,,3.246,,False,1.246,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R3_06,35130,True,2.7554988617982836,5.21803572267155,0.061250758155940575,0.013311312854630367
CLIP_9DC64A,3.308,,1.0,,,,1.0,1.0,minor delay in turn to read markings sign,D,09_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,45.05,49.01,47.05,48.01,,3.308,,False,1.3079999999999998,1.0,,1.0,1.0,False,1.0,,1.0,0.0,True,R3_09,18087,True,1.2697217563079595,1.1234520771544299,0.022807721964436922,0.01052770812998848
CLIP_A090A8,,,0.0,,,0.0,0.0,0.0,Did not look at the sign,D,01_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,24.03,29.67,26.03,28.67,,,,False,,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,R3_01,19870,True,1.026910954219278,1.4556673761083792,0.013845112607462564,0.013813888111409586
CLIP_A329A4,4.222,,0.0,,,0.0,,1.0,Slowed down to read name tag,C,06_RT,2,Q1,Name,Name1,Visual_Search,0,0,15.26,20.44,17.26,19.44,,4.222,,False,2.2220000000000004,0.0,0.0,,1.0,False,0.0,0.0,1.0,0.0,False,R2_06,22333,True,9.264955829233468,8.44107753218657,0.09222487912139117,0.017866824029690913
CLIP_A345F1,3.101,,0.0,,,1.0,1.0,1.0,delay turning to see squirrel,B,01_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,22.11,29.25,24.11,28.25,,3.101,,False,1.101,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_01,94946,True,0.6613119578378412,4.8933815463270545,0.01230427095701621,0.012076624441871582
CLIP_A4363B,,,0.0,,,1.0,1.0,1.0,attempt to slow down to see signs but miss them,D,07_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,7.23,12.93,9.23,11.93,,,,False,,0.0,1.0,1.0,1.0,True,1.0,1.0,1.0,1.0,True,R3_07,17668,True,16.622924026693607,30.77088216289678,0.1494766759547876,0.02099031113235806
CLIP_A541D3,,0,1.0,,,0.0,0.0,0.0,,D,04_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,41.07,47.66,43.07,46.66,,,0.0,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_04,19943,True,2.1233749344067885,3.7561695994492,0.04094216787265605,0.01316228147990417
CLIP_A8B537,,,1.0,,,0.0,0.0,0.0,,D,22_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,24.86,29.51,26.86,28.51,,,,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_22,14516,True,2.32872736190977,2.016114331921152,0.03676609544532246,0.012348270356240896
CLIP_A9545E,,,,,,0.0,0.0,0.0,Name from working memory,C,19_RT,2,Q1,Name,Name1,Working_Memory,0,0,11.57,15.83,13.57,14.83,,,,False,,,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,R2_19,23315,True,4.415828734706904,4.914343707228521,0.037547604875597704,0.010255364098780985
CLIP_A95696,3.098,,0.0,,,0.0,1.0,1.0,slowing for rabbit and minor delay in turning,D,08_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,8.87,13.95,10.87,12.95,,3.098,,False,1.098,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,True,R3_08,20096,True,1.6096197508630723,3.022056806197151,0.022438078665169555,0.02108783749246305
CLIP_A9E4A8,4.694,,1.0,,,1.0,1.0,1.0,slowed down to read markings sign. Minor delay in turn,D,10_RT,3,Q3,Sign,Markings,Not_Applicable,1,1,42.59,50.43,44.59,49.43,51.66,4.694,,False,2.694,1.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R3_10,0,False,,,,
CLIP_AB9825,3.354,,0.0,,,0.0,,0.0,Name from visual search,C,10_RT,2,Q1,Name,Name1,Visual_Search,0,0,14.18,18.75,16.18,17.75,,3.354,,False,1.354,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_10,0,False,,,,
CLIP_AD0486,,0,1.0,,,1.0,1.0,1.0,Leans in left and delays turn to read Markings sign,D,20_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,26.68,32.2,28.68,31.2,,,0.0,False,0.0,1.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R3_20,13588,True,2.397793392778368,3.187032637069265,0.041115650063255495,0.015660392483294552
CLIP_AD359E,,,0.0,,,0.0,,0.0,Name from working memory,C,05_RT,2,Q1,Name,Name1,Working_Memory,0,0,10.2,14.56,12.2,13.56,,,,False,,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_05,19121,True,4.2911670464341105,15.570609752806366,0.25956264481203173,0.020091485414044312
CLIP_AF970F,2.976,,0.0,,,0.0,0.0,0.0,,D,34_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,27.62,36.7,29.62,35.7,,2.976,,False,0.976,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_34,15955,True,3.298621546444251,2.5266278367060977,0.06429679987231204,0.019882981934531592
CLIP_B41B2C,,,1.0,,,0.0,0.0,0.0,,D,21_RT,3,Q3,Sign,Markings,Not_Applicable,1,1,25.58,29.59,27.58,28.59,32.22,,,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_21,16532,True,2.5361595046224834,2.09374584995861,0.028015518516655725,0.014553022791485922
CLIP_B42489,3.901,,0.0,,,0.0,0.0,1.0,stopped to look at squirrel ,B,13_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,67.56,72.4,69.56,71.4,,3.901,,False,1.901,0.0,0.0,0.0,1.0,False,0.0,0.0,1.0,0.0,True,R2_13,34297,True,1.9108251223813753,2.957128415287386,0.03374410890202252,0.026000758798081346
CLIP_B58269,3.539,,0.0,,,0.0,,0.0,Name from visual search,C,24_RT,2,Q1,Name,Name1,Visual_Search,0,0,14.56,19.26,16.56,18.26,,3.539,,False,1.539,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_24,18375,True,2.140680854453681,6.493976104881729,0.05806950798594554,0.015899020081771853
CLIP_BA49B3,3.563,,0.0,,,0.0,,0.0,Name from visual search,C,31_RT,2,Q1,Name,Name1,Visual_Search,0,0,7.29,13.0,9.29,12.0,,3.563,,False,1.5630000000000002,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_31,0,False,,,,
CLIP_BC60DD,2.792,,0.0,,,0.0,0.0,1.0,minor delay in turn to look at squirrel,B,25_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,27.51,32.08,29.51,31.08,,2.792,,False,0.7919999999999998,0.0,0.0,0.0,1.0,False,0.0,0.0,1.0,0.0,True,R2_25,13541,True,1.775611982138211,4.669731478431805,0.03172564210648065,0.015509274670002574
CLIP_BD84FE,,,0.0,,,0.0,0.0,0.0,,B,11_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,42.04,46.82,44.04,45.82,,,,False,,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,True,R2_11,14739,True,2.5163139219302795,4.365981153512325,0.045652613363443936,0.03653183842894891
CLIP_BDDFE9,6.297,,0.0,,,0.0,0.0,0.0,,B,34_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,25.54,32.48,27.54,31.48,,6.297,,False,4.297,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R2_34,14134,True,3.4152083740410575,3.327886650042827,0.058791915903871825,0.030369092758333577
CLIP_BF637D,5.481,,0.0,,,1.0,1.0,1.0,slowed down and delayed turn to see rabbit,D,01_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,8.99,15.83,10.99,14.83,,5.481,,False,3.481,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R3_01,19870,True,2.800030366511834,3.129649672332301,0.018517886756161065,0.013813888111409586
CLIP_C45794,3.086,,0.0,,,0.0,0.0,0.0,,D,03_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,31.12,36.46,33.12,35.46,,3.086,,False,1.086,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_03,17795,True,1.2756577299504173,1.3832530379510217,0.01965566055850154,0.00942417961251573
CLIP_C64E27,2.310,,0.0,,,1.0,1.0,1.0,delay in turn to see the squirrel,A,08_RT,2,Q3,Animal,Squirrel,Not_Applicable,1,1,34.43,39.22,36.43,38.22,43.08,2.31,,False,0.31,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_08,21956,True,5.081080306786326,5.683255629681014,0.07407663346527521,0.023448249419420704
CLIP_C9D003,5.034,,0.0,,,0.0,,0.0,Name from visual search,C,15_RT,2,Q1,Name,Name1,Visual_Search,0,0,11.5,17.62,13.5,16.62,,5.034,,False,3.034,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_15,18822,True,1.1251296771211372,2.1181713792679773,0.02950022551487923,0.01635416437250954
CLIP_CB95FD,4.460,,0.0,,,1.0,1.0,1.0,Delay in turn to read Markings Sign,D,23_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,21.8,27.04,23.8,26.04,,4.46,,False,2.46,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R3_23,16367,True,3.873226234552173,3.944244261741618,0.060579436172979104,0.019047097065370215
CLIP_CD6842,3.143,,0.0,,,0.0,0.0,0.0,,B,29_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,23.63,28.45,25.63,27.45,,3.143,,False,1.1429999999999998,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R2_29,12220,True,3.981151643163228,4.299612383789082,0.1295190414471543,0.028651361735986213
CLIP_CEF0A7,3.430,,0.0,,,1.0,1.0,1.0,Delay in turn to see rabbit,D,33_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,4.12,11.04,6.12,10.04,,3.43,,False,1.4300000000000002,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R3_33,11989,True,6.731424489092982,4.773238765403507,0.08929943555179194,0.026015714480578447
CLIP_D0AA7F,2.410,,0.0,,,0.0,0.0,0.0,,B,14_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,30.55,35.73,32.55,34.73,,2.41,,False,0.4100000000000001,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R2_14,13766,True,3.6693352856898644,4.4496428615411645,0.07704429589704435,0.027198745636336924
CLIP_D0ED19,3.371,,0.0,,,0.0,0.0,0.0,very low speed,D,30_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,44.65,53.15,46.65,52.15,,3.371,,False,1.371,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_30,20826,True,5.829269781606061,4.536251760706874,0.10041779034025414,0.01836574051042559
CLIP_D1108C,3.582,,0.0,,,0.0,,0.0,Name from visual search,C,04_RT,2,Q1,Name,Name1,Visual_Search,0,0,14.13,18.87,16.13,17.87,,3.582,,False,1.582,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_04,27682,True,4.354833244760428,7.220610297027605,0.05865161950023904,0.016684908421951285
CLIP_D1810D,,0,1.0,,,0.0,0.0,0.0,,D,27_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,35.02,39.96,37.02,38.96,,,0.0,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_27,16712,True,2.9560595644204497,1.288685690549471,0.0176578472390286,0.011786154148239868
CLIP_D2B57F,2.477,,0.0,,,1.0,1.0,1.0,"Lean in to see squirrel, drive closer, major delay to turn",B,31_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,30.06,36.2,32.06,35.2,,2.477,,False,0.4769999999999998,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_31,0,False,,,,
CLIP_D410E3,3.015,,0.0,,,1.0,0.0,0.0,Lean in to see Markings sign,D,07_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,25.34,31.58,27.34,30.58,,3.015,,False,1.015,0.0,1.0,0.0,0.0,False,0.0,1.0,0.0,0.0,True,R3_07,17668,True,3.863075195108429,5.1604528421375555,0.07117261996268893,0.02099031113235806
CLIP_D6D4ED,3.415,,0.0,,,0.0,0.0,0.0,,D,21_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,7.39,12.8,9.39,11.8,,3.415,,False,1.415,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_21,16532,True,6.769197515582867,5.327871768271862,0.06220705221319951,0.014553022791485922
CLIP_D8CAA4,3.094,,0.0,,,0.0,1.0,1.0,slow down and drive up to the squirrel. Hard to tell if they’re leaning in. ,A,32_RT,2,Q3,Animal,Squirrel,Not_Applicable,1,1,52.55,62.19,54.55,61.19,91.22,3.094,,False,1.094,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,True,R2_32,25512,True,1.122142481842743,1.139269116126364,0.028106162627732224,0.009407723033036709
CLIP_DDA306,4.185,,0.0,,,0.0,0.0,1.0,Came to a stop before turning to look at the rabbit,D,18_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,7.34,16.18,9.34,15.18,,4.185,,False,2.1849999999999996,0.0,0.0,0.0,1.0,False,0.0,0.0,1.0,0.0,True,R3_18,19632,True,5.390657016999308,20.92858823837906,0.09526601805148369,0.026956723306228458
CLIP_DDCB80,3.286,,0.0,,,0.0,0.0,0.0,slight slowing for rabbit,D,28_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,5.41,10.37,7.41,9.37,,3.286,,False,1.286,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_28,33136,True,0.9832261265782133,2.074929730203187,0.016674546669299593,0.00951166487812113
CLIP_DE5E8D,3.843,,0.0,,,0.0,1.0,1.0,minor delay in taking bend to look at squirrel,B,30_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,41.52,48.88,43.52,47.88,,3.843,,False,1.843,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,True,R2_30,18962,True,3.1997845833979506,3.8141272820514898,0.11037675558440065,0.017804718570135596
CLIP_E2C82B,2.880,,0.0,,,0.0,0.0,0.0,very low speed,D,12_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,9.35,14.64,11.35,13.64,,2.88,,False,0.8799999999999999,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_12,21078,True,1.2059982113576666,2.055427601414465,0.013286522447666926,0.012267483395930878
CLIP_E36B98,,0,1.0,,,0.0,0.0,0.0,,B,27_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,48.77,53.16,50.77,52.16,,,0.0,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R2_27,19103,True,2.7198382801836516,2.0827411808981395,0.030539820999165877,0.010124806415087374
CLIP_E93748,2.973,,0.0,,,0.0,,0.0,Name from visual search,C,20_RT,2,Q1,Name,Name1,Visual_Search,0,0,5.38,9.85,7.38,8.85,,2.973,,False,0.973,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_20,14664,True,3.933005997213773,4.062556936962076,0.0704448284333918,0.016541919410673275
CLIP_E93D7E,4.576,,0.0,,,0.0,,0.0,Name from visual search,C,29_RT,2,Q1,Name,Name1,Visual_Search,0,0,6.0,11.39,8.0,10.39,,4.576,,False,2.5759999999999996,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_29,12220,True,2.581099866806632,4.6874222803490895,0.05249051147986848,0.028651361735986213
CLIP_E942CC,,0,1.0,,,0.0,0.0,1.0,minor delay in taking bend to look at squirrel,B,09_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,47.73,51.7,49.73,50.7,,,0.0,False,0.0,1.0,0.0,0.0,1.0,False,0.0,0.0,1.0,0.0,True,R2_09,19524,True,1.4215709241417267,1.8410026360871625,0.02159634053429483,0.01373737251139271
CLIP_EA173A,2.177,,0.0,,,1.0,1.0,1.0,"major delay in turn, drove right up to the squirrel and leaned right in. Perfect example of the dual zoom. ",A,21_RT,2,Q3,Animal,Squirrel,Not_Applicable,1,1,20.85,29.08,22.85,28.08,31.38,2.177,,False,0.177,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_21,28568,True,11.777148786824442,6.429557940609342,0.09343610046600256,0.007542310983922138
CLIP_EC31CA,3.354,,0.0,,,0.0,0.0,0.0,,D,03_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,10.38,15.34,12.38,14.34,,3.354,,False,1.354,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_03,17795,True,1.8755223736516913,3.768410606676795,0.02757545734547624,0.00942417961251573
CLIP_EC8214,2.835,,0.0,,,1.0,1.0,1.0,"A slight lean, and delayed turn. ",A,26_RT,2,Q3,Animal,Squirrel,Not_Applicable,1,1,28.26,33.18,30.26,32.18,36.52,2.835,,False,0.835,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_26,16770,True,3.2382763859094705,3.3619196341136175,0.05768274525264688,0.010396855083321787
CLIP_F4653A,3.571,,0.0,,,0.0,,1.0,Sudden increase in speed when answering query. ,C,25_RT,2,Q1,Name,Name1,Visual_Search,0,0,7.73,12.59,9.73,11.59,,3.571,,False,1.5710000000000002,0.0,0.0,,1.0,False,0.0,0.0,1.0,0.0,False,R2_25,13541,True,2.2170723912796664,5.361227035556297,0.04735811791908453,0.015509274670002574
CLIP_F7BB54,3.185,,0.0,,,1.0,1.0,1.0,"Leaned, slowed, delayed turn to see rabbit. ",D,10_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,18.13,25.27,20.13,24.27,,3.185,,False,1.185,0.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R3_10,0,False,,,,
CLIP_F8A86D,,,0.0,,,0.0,,0.0,Name from working memory,C,36_RT,2,Q1,Name,Name1,Working_Memory,0,0,5.5,13.56,7.5,12.56,,,,False,,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_36,15355,True,4.280536238120619,3.872304942963978,0.06742632128377263,0.02820865867069444
CLIP_F9AEA5,3.902,,0.0,,,0.0,0.0,0.0,,D,15_RT,3,Q3,Sign,Markings,Not_Applicable,1,1,17.2,23.76,19.2,22.76,24.67,3.902,,False,1.902,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_15,13448,True,4.352511262277187,16.48861005071272,0.15450595699718983,0.01963512687309487
CLIP_FAB901,,,0.0,,,0.0,,0.0,Name from working memory,C,32_RT,2,Q1,Name,Name1,Working_Memory,0,0,16.14,20.66,18.14,19.66,,,,False,,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_32,25512,True,3.39809370898666,18.138008156000126,0.08150040727295951,0.009407723033036709
CLIP_FAE29F,3.196,,0.0,,,0.0,0.0,0.0,Name from visual search,C,22_RT,2,Q1,Name,Name1,Visual_Search,0,0,7.26,12.13,9.26,11.13,,3.196,,False,1.1960000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,R2_22,14572,True,5.64530089492081,2.5808323837304328,0.051319530487171874,0.01561329867336745
CLIP_FB6A0F,3.391,,0.0,,,0.0,0.0,0.0,Name from visual search,C,23_RT,2,Q1,Name,Name1,Visual_Search,0,0,14.74,19.23,16.74,18.23,,3.391,,False,1.391,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,R2_23,16945,True,13.301707364728772,33.49662934113875,0.12357553031551244,0.019986624416380893
CLIP_FB7FCB,3.439,,0.0,,,0.0,1.0,1.0,Slowed down and got closer to see rabbit,D,30_RT,3,Q1,Animal,Rabbit,Not_Applicable,0,0,10.38,16.7,12.38,15.7,,3.439,,False,1.439,0.0,0.0,1.0,1.0,False,1.0,0.0,1.0,0.0,True,R3_30,20826,True,2.6453560402780383,3.296761137387732,0.027350062370578118,0.01836574051042559
CLIP_FBA2FE,3.955,,1.0,,,0.0,0.0,0.0,low speed,A,18_RT,2,Q3,Animal,Squirrel,Not_Applicable,1,1,41.17,46.01,43.17,45.01,49.88,3.955,,False,1.955,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R2_18,25034,True,7.410704762348701,15.120323788881421,0.08065050994912742,0.02551943835083766
CLIP_FBF028,4.421,,1.0,,,0.0,0.0,0.0,,D,18_RT,3,Q3,Sign,Markings,Not_Applicable,0,0,38.84,43.89,40.84,42.89,,4.421,,False,2.4210000000000003,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,True,R3_18,19632,True,3.642499344699331,4.2240714691097105,0.06397550436718154,0.026956723306228458
CLIP_FE9B4E,3.202,,1.0,,,1.0,0.0,1.0,stopped to look at squirrel ,B,24_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,45.21,50.84,47.21,49.84,,3.202,,False,1.202,1.0,1.0,0.0,1.0,False,0.0,1.0,1.0,0.0,True,R2_24,18375,True,6.250877774068083,7.069008586213028,0.06876206154955804,0.015899020081771853
CLIP_FF89D0,,,0.0,,,0.0,,0.0,Name from working memory],C,21_RT,2,Q1,Name,Name1,Working_Memory,1,1,4.3,10.08,6.3,9.08,11.41,,,False,,0.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,False,R2_21,28568,True,14.863736700246685,4.227041820267865,0.11330544552660346,0.007542310983922138
CLIP_FFC9D7,2.523,,1.0,,,1.0,1.0,1.0,slowed down and delayed turn to squirrel ,B,22_RT,2,Q3,Animal,Squirrel,Not_Applicable,0,0,29.58,35.92,31.58,34.92,,2.523,,False,0.5230000000000001,1.0,1.0,1.0,1.0,False,1.0,1.0,1.0,1.0,True,R2_22,14572,True,2.975506566621179,2.446983630028163,0.0561882784303614,0.01561329867336745
