Participant_ID,Route_ID,Event,Question_Type,Specific_Target,Confidence,Driving_Years_Num,Video_Game_Years_Num,Age_Num,Driving_Hours_Num,Video_Game_Hours_Num,Experienced_Lag_Bin,Subjective_Mental_Demand_Num,Gender_Female,Gender_Male,Before_Blink_Rate_BPM,During_Blink_Rate_BPM,Before_Disrupted,During_Disrupted,Before_Duration_s,Before_Fine_SRR,During_Fine_SRR,Before_Hazard_Encountered,During_Hazard_Encountered,Before_Major_SRR,During_Major_SRR,Before_Max_Brake,During_Max_Brake,Before_Mean_Abs_Steering,During_Mean_Abs_Steering,Before_Mean_Brake,During_Mean_Brake,Before_Mean_Saccadic_Velocity,During_Mean_Saccadic_Velocity,Before_Mean_Speed_mph,During_Mean_Speed_mph,Before_Mean_Steering,During_Mean_Steering,Before_Mean_Throttle,During_Mean_Throttle,Before_Saccade_Rate_Hz,During_Saccade_Rate_Hz,Before_Speed_Variance,During_Speed_Variance,Before_Steer_Variance,During_Steer_Variance,Before_TRR,During_TRR,Before_Zero_Throttle_Pct,During_Zero_Throttle_Pct,Target_Accuracy,Target_Latency,Target_Confidence,Target_Severe_Overload,Before_Scanpath_Rate_px_s,During_Scanpath_Rate_px_s,Before_Raw_Dwell_Target_Object,During_Raw_Dwell_Target_Object,Before_Raw_Dwell_rwheel_Distractor,During_Raw_Dwell_rwheel_Distractor,Before_Raw_Dwell_bumper_Distractor,During_Raw_Dwell_bumper_Distractor,Before_Raw_Dwell_name_Distractor,During_Raw_Dwell_name_Distractor,Before_Raw_Dwell_speed_Distractor,During_Raw_Dwell_speed_Distractor,Before_Raw_Dwell_cone_Distractor,During_Raw_Dwell_cone_Distractor,Before_Raw_Dwell_Sign_Distractor,During_Raw_Dwell_Sign_Distractor,Before_Raw_Dwell_Animal_Distractor,During_Raw_Dwell_Animal_Distractor,Before_Raw_Dwell_map_Distractor,During_Raw_Dwell_map_Distractor,Before_Raw_Dwell_lwheel_Distractor,During_Raw_Dwell_lwheel_Distractor,Before_Road_Gaze_Pct,During_Road_Gaze_Pct,Target_Category,Name_Recall_Strategy,Delta_Blink_Rate_BPM,Delta_Disrupted,Delta_Fine_SRR,Delta_Hazard_Encountered,Delta_Major_SRR,Delta_Max_Brake,Delta_Mean_Abs_Steering,Delta_Mean_Brake,Delta_Mean_Saccadic_Velocity,Delta_Mean_Speed_mph,Delta_Mean_Steering,Delta_Mean_Throttle,Delta_Saccade_Rate_Hz,Delta_Speed_Variance,Delta_Steer_Variance,Delta_TRR,Delta_Zero_Throttle_Pct,Delta_Scanpath_Rate_px_s,Delta_Raw_Dwell_Target_Object,Delta_Raw_Dwell_rwheel_Distractor,Delta_Raw_Dwell_bumper_Distractor,Delta_Raw_Dwell_name_Distractor,Delta_Raw_Dwell_speed_Distractor,Delta_Raw_Dwell_cone_Distractor,Delta_Raw_Dwell_Sign_Distractor,Delta_Raw_Dwell_Animal_Distractor,Delta_Raw_Dwell_map_Distractor,Delta_Raw_Dwell_lwheel_Distractor,Delta_Road_Gaze_Pct,Prev_Q_After_Blink_Count,Prev_Q_After_Blink_Rate_BPM,Prev_Q_After_Disrupted,Prev_Q_After_Duration_s,Prev_Q_After_Fine_SRR,Prev_Q_After_Fix_Dwell_Animal,Prev_Q_After_Fix_Dwell_Sign,Prev_Q_After_Fix_Dwell_bumper,Prev_Q_After_Fix_Dwell_cone,Prev_Q_After_Fix_Dwell_lwheel,Prev_Q_After_Fix_Dwell_map,Prev_Q_After_Fix_Dwell_name,Prev_Q_After_Fix_Dwell_rwheel,Prev_Q_After_Fix_Dwell_speed,Prev_Q_After_Hazard_Encountered,Prev_Q_After_Major_SRR,Prev_Q_After_Max_Brake,Prev_Q_After_Mean_Abs_Steering,Prev_Q_After_Mean_Brake,Prev_Q_After_Mean_Saccadic_Velocity,Prev_Q_After_Mean_Speed_mph,Prev_Q_After_Mean_Steering,Prev_Q_After_Mean_Throttle,Prev_Q_After_Raw_Dwell_Animal,Prev_Q_After_Raw_Dwell_Sign,Prev_Q_After_Raw_Dwell_bumper,Prev_Q_After_Raw_Dwell_cone,Prev_Q_After_Raw_Dwell_lwheel,Prev_Q_After_Raw_Dwell_map,Prev_Q_After_Raw_Dwell_name,Prev_Q_After_Raw_Dwell_rwheel,Prev_Q_After_Raw_Dwell_speed,Prev_Q_After_Saccade_Count,Prev_Q_After_Saccade_Rate_Hz,Prev_Q_After_Scanpath_Length_px,Prev_Q_After_Speed_Variance,Prev_Q_After_Steer_Variance,Prev_Q_After_TRR,Prev_Q_After_Zero_Throttle_Pct,Prev_Q_Target_Accuracy,Prev_Q_Target_Latency,Prev_Q_Target_Confidence,Prev_Q_Target_Severe_Overload,Target_Post_Q_Collision
12_RT,4,Q2,Sign,DuckS,4,8.0,17.0,2,3,2,0,80,1,0,0.0,0.0,0,0,5.0,0.0,0.419,0,0,0.0,0.0,0.0,0.0,0.9791,0.1471,0.0,0.0,1834.97,2814.98,1.7,2.3,-0.9791,-0.1471,0.111,0.157,2.0,1.68,0.039,0.051,0.00193,0.00114,0.0,0.0,0.0,0.0,1,2.387,4,0,132.93599999999998,241.17302052785922,0.0,0.367,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.115,0.0,0.0,0.0,0.904,0.0,0.0,0.0,0.0,0.9894000000000001,0.4193548387096774,External_Hazard,Not_Applicable,0.0,0,0.419,0,0.0,0.0,-0.832,0.0,980.01,0.5999999999999999,0.832,0.046,-0.32000000000000006,0.011999999999999997,-0.0007900000000000001,0.0,0.0,108.23702052785924,0.367,-0.035,0.0,0.0,0.0,0.097,0.0,0.904,0.0,0.0,-0.5700451612903227,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.268,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.8598,0.0,2349.24,1.6,-0.8598,0.12,0.0,0.0,0.266,0.0,0.0,0.0,0.0,0.103,0.03,9.0,1.8,1035.36,0.246,0.02336,0.0,0.0,1.0,1.55,6.0,0.0,0
12_RT,4,Q3,Animal,Cat,5,8.0,17.0,2,3,2,0,80,1,0,0.0,0.0,0,0,5.0,0.0,0.591,0,0,0.0,0.0,0.0,0.0,0.9721,0.551,0.0,0.0,2528.96,1772.74,0.7,0.7,-0.9721,-0.551,0.082,0.107,2.0,2.36,0.065,0.033,0.00295,8e-05,0.0,0.0,21.8,0.0,1,1.692,5,1,249.58800000000002,190.1891252955083,0.0,0.342,0.603,0.0,0.036,0.033,0.0,0.0,0.269,0.0,0.0,0.0,0.491,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.7202,0.6501182033096926,External_Hazard,Not_Applicable,0.0,0,0.591,0,0.0,0.0,-0.4210999999999999,0.0,-756.22,0.0,0.4210999999999999,0.024999999999999994,0.3599999999999999,-0.032,-0.0028699999999999997,0.0,-21.8,-59.39887470449173,0.342,-0.603,-0.0029999999999999957,0.0,-0.269,0.0,-0.274,0.0,0.0,0.0,-0.07008179669030734,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1284,0.0,2352.76,2.3,-0.1283,0.13,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.032,13.0,2.6,1276.46,0.063,0.01988,0.0,0.0,1.0,2.387,4.0,0.0,0
13_RT,4,Q1,Speed,Speed3,7,40.0,0.0,4,4,0,0,8,0,1,0.0,0.0,0,0,5.0,0.2,0.643,0,0,0.2,0.0,0.0,0.0,0.8626,0.763,0.0,0.0,2539.12,2341.54,1.4,1.4,-0.8626,-0.763,0.101,0.104,2.2,3.22,0.023,0.002,0.02062,0.0001,0.0,0.0,0.0,0.0,1,1.555,7,0,312.356,507.935691318328,0.0,0.336,0.54,0.389,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.069,0.0,0.0,0.0,0.6782,0.492604501607717,External_Hazard,Not_Applicable,0.0,0,0.443,0,-0.2,0.0,-0.09960000000000002,0.0,-197.57999999999993,0.0,0.09960000000000002,0.002999999999999989,1.02,-0.020999999999999998,-0.02052,0.0,0.0,195.579691318328,0.336,-0.15100000000000002,0.064,0.0,0.0,0.0,0.0,0.0,-1.069,0.0,-0.185595498392283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
13_RT,4,Q2,Sign,DuckS,6,40.0,0.0,4,4,0,0,8,0,1,0.0,0.0,0,0,5.0,0.2,0.324,0,0,0.2,0.324,0.0,0.0,0.6532,0.0811,0.0,0.0,2036.88,1869.86,1.3,1.3,-0.6532,0.0324,0.118,0.031,2.6,2.27,0.116,0.373,0.09316,0.00688,0.0,0.0,0.0,73.3,1,3.089,6,0,313.384,212.3470378763354,0.0,0.496,0.411,0.0,0.0,0.034,0.0,0.0,0.3,0.292,0.039,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.0,0.8056000000000001,0.7338944642279055,External_Hazard,Not_Applicable,0.0,0,0.124,0,0.124,0.0,-0.5721,0.0,-167.0200000000002,0.0,0.6856,-0.087,-0.33000000000000007,0.257,-0.08628000000000001,0.0,73.3,-101.03696212366461,0.496,-0.411,0.034,0.0,-0.008000000000000007,-0.039,0.0,0.0,-0.222,0.0,-0.0717055357720946,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.592,0.0,1.624,0.0,0.0,0.2,0.0,0.9477,0.0,2003.75,1.4,-0.9477,0.105,0.0,0.0,0.0,0.0,0.0,0.774,0.0,1.707,0.0,9.0,1.8,1055.35,0.002,0.00796,0.0,0.0,1.0,1.555,7.0,0.0,0
13_RT,4,Q3,Animal,Cat,6,40.0,0.0,4,4,0,0,8,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0.75,0.8719,0.0,0.0,2551.35,2584.24,0.9,1.0,-0.75,-0.8719,0.085,0.076,2.4,0.33,0.004,0.012,0.00505,0.00436,0.0,0.0,0.0,6.3,1,3.034,6,1,354.934,44.73961766644694,0.0,2.453,2.158,0.0,0.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.269,0.0,0.4364,0.1914963744232037,External_Hazard,Not_Applicable,0.0,0,-0.4,0,0.0,0.0,0.12190000000000001,0.0,32.88999999999987,0.09999999999999998,-0.12190000000000001,-0.009000000000000008,-2.07,0.008,-0.0006899999999999996,0.0,6.3,-310.1943823335531,2.453,-2.158,-0.191,0.0,0.0,0.0,0.0,0.0,-0.2,-0.269,-0.24490362557679632,0.0,0.0,0.0,5.0,0.4,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394,0.0,2459.82,1.0,0.0081,0.108,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.2,1304.43,0.225,0.00207,0.0,0.0,1.0,3.089,6.0,0.0,0
14_RT,4,Q1,Speed,Speed3,7,28.0,2.0,4,2,0,0,28,0,1,0.0,0.0,0,0,5.0,0.2,0.703,0,0,0.2,0.0,0.0,0.0,0.6811,0.7778,0.0,0.0,3248.8,2486.09,1.9,1.5,-0.6811,-0.7778,0.145,0.126,2.6,2.11,0.501,0.029,0.13274,0.00052,0.2,0.0,9.7,0.0,1,1.422,7,0,316.584,313.31926863572437,0.032,0.102,0.926,0.0,0.268,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.034,0.0,0.7418,0.7848101265822784,External_Hazard,Not_Applicable,0.0,0,0.5029999999999999,0,-0.2,0.0,0.09670000000000001,0.0,-762.71,-0.3999999999999999,-0.09670000000000001,-0.01899999999999999,-0.4900000000000002,-0.472,-0.13222,-0.2,-9.7,-3.264731364275633,0.06999999999999999,-0.926,-0.06400000000000003,0.0,0.0,0.0,0.0,0.0,-0.031,-0.034,0.04301012658227843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
14_RT,4,Q2,Sign,DuckS,6,28.0,2.0,4,2,0,0,28,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.73,0.141,0.0,0.0,2613.61,2623.39,2.4,3.3,-0.73,-0.141,0.13,0.184,2.8,1.8,0.516,0.033,0.13364,0.00486,0.4,0.0,32.0,0.0,1,2.218,6,0,281.87600000000003,228.89540126239856,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.264,0.0,0.0,0.0,0.9471999999999999,0.45897204688908916,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,-0.589,0.0,9.779999999999745,0.8999999999999999,0.589,0.05399999999999999,-0.9999999999999998,-0.483,-0.12878,-0.4,-32.0,-52.98059873760147,0.232,0.0,0.0,0.038,0.0,0.0,0.0,0.93,-0.264,0.0,-0.4882279531109108,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.9656,0.0,2445.4,2.4,-0.9656,0.151,0.0,0.0,0.0,0.0,0.0,0.264,0.0,0.0,0.0,13.0,2.6,1188.7,0.654,0.00351,0.4,35.5,1.0,1.422,7.0,0.0,0
14_RT,4,Q3,Animal,Cat,6,28.0,2.0,4,2,0,0,28,0,1,0.0,0.0,0,0,5.0,0.2,0.483,0,0,0.2,0.0,0.0,0.0,0.8366,0.5539,0.0,0.0,3354.45,2605.88,2.5,2.2,-0.8366,-0.5539,0.164,0.129,2.2,1.93,0.405,0.237,0.04762,0.00374,0.2,0.483,8.0,29.1,1,2.069,6,0,313.17199999999997,216.16239729337846,0.0,1.393,0.0,0.0,0.104,0.0,0.0,0.0,0.103,0.0,0.0,0.067,0.0,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.9328,0.2943450942484292,External_Hazard,Not_Applicable,0.0,0,0.283,0,-0.2,0.0,-0.28270000000000006,0.0,-748.5699999999997,-0.2999999999999998,0.28270000000000006,-0.035,-0.27000000000000024,-0.16800000000000004,-0.04388,0.283,21.1,-97.00960270662151,1.393,0.0,-0.104,0.0,-0.103,0.067,0.0,0.0,-0.129,0.0,-0.6384549057515707,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.669,0.0,3103.68,3.4,-0.669,0.156,0.0,0.0,0.067,0.0,0.0,0.27,0.0,0.0,0.031,13.0,2.6,1994.1,0.081,0.10555,0.0,5.4,1.0,2.218,6.0,0.0,0
15_RT,4,Q1,Speed,Speed3,7,4.0,0.0,3,4,0,0,53,0,1,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.4,0.0,0.0,0.0,0.7209,0.9405,0.0,0.0,1173.04,3543.6,2.5,3.7,-0.7209,-0.9405,0.185,0.259,1.0,3.21,0.549,0.136,0.01207,0.0031,0.2,0.0,8.9,0.0,1,1.556,7,0,24.512,360.75835475578407,0.0,0.292,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7872750642673522,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.4,0.0,0.21960000000000002,0.0,2370.56,1.2000000000000002,-0.21960000000000002,0.07400000000000001,2.21,-0.41300000000000003,-0.00897,-0.2,-8.9,336.24635475578407,0.292,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21272493573264784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
15_RT,4,Q2,Sign,DuckS,2,4.0,0.0,3,4,0,0,53,0,1,0.0,0.0,0,0,5.0,0.2,0.441,0,0,0.2,0.441,0.0,0.0,0.742,0.1085,0.0,0.0,2869.78,2679.87,4.1,3.9,-0.7171,-0.0063,0.221,0.209,2.2,3.52,0.333,0.022,0.15093,0.01542,0.0,0.0,0.0,0.0,0,2.27,2,1,233.92399999999998,452.0176211453744,0.0,0.0,0.077,0.0,0.292,0.0,0.0,0.0,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.538,0.378,0.383,0.0,0.0,0.743,0.594273127753304,External_Hazard,Not_Applicable,0.0,0,0.241,0,0.241,0.0,-0.6335,0.0,-189.9100000000003,-0.19999999999999973,0.7108,-0.01200000000000001,1.3199999999999998,-0.311,-0.13551000000000002,0.0,0.0,218.0936211453744,0.0,-0.077,-0.292,0.0,0.0,-0.538,0.0,0.538,0.0050000000000000044,0.0,-0.148726872246696,0.0,0.0,0.0,5.0,0.2,1.808,0.0,0.0,0.508,0.0,0.688,0.0,0.0,0.0,0.0,0.2,0.0,0.4456,0.0,2615.33,4.2,-0.3283,0.204,0.538,0.0,0.0,0.538,0.0,0.761,0.0,0.038,0.0,13.0,2.6,1603.76,0.096,0.24454,0.0,0.0,1.0,1.556,7.0,0.0,0
15_RT,4,Q3,Animal,Cat,7,4.0,0.0,3,4,0,0,53,0,1,0.0,0.0,0,0,5.0,0.6,0.482,0,0,0.4,0.482,0.0,0.0,0.9006,0.6482,0.0,0.0,1722.92,1439.68,3.9,3.2,-0.9006,-0.6482,0.19,0.199,2.0,0.96,0.502,0.011,0.0137,0.03968,0.2,0.0,0.0,0.0,1,2.074,7,0,105.924,42.9893924783028,0.0,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5327868852459017,External_Hazard,Not_Applicable,0.0,0,-0.118,0,0.08199999999999996,0.0,-0.25239999999999996,0.0,-283.24,-0.6999999999999997,0.25239999999999996,0.009000000000000008,-1.04,-0.491,0.02598,-0.2,0.0,-62.93460752169721,0.711,0.0,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,-0.4672131147540983,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7839,0.0,2175.28,4.2,-0.7839,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,630.4,0.181,0.03787,0.2,0.0,0.0,2.27,2.0,1.0,0
16_RT,4,Q1,Speed,Speed3,6,8.0,20.0,2,1,2,0,13,1,0,0.0,0.0,0,0,5.0,0.4,0.0,0,0,0.2,0.0,0.0,0.0,0.9405,0.9961,0.0,0.0,2996.08,3056.05,2.3,3.5,-0.9405,-0.9961,0.172,0.156,2.6,2.24,0.106,0.052,0.00398,1e-05,0.4,0.56,0.0,7.2,1,1.786,6,0,346.398,308.53303471444565,0.434,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8997999999999999,0.9647256438969766,External_Hazard,Not_Applicable,0.0,0,-0.4,0,-0.2,0.0,0.05559999999999998,0.0,59.970000000000255,1.2000000000000002,-0.05559999999999998,-0.015999999999999986,-0.3599999999999999,-0.054,-0.0039700000000000004,0.16000000000000003,7.2,-37.864965285554376,-0.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06492564389697664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
16_RT,4,Q2,Sign,DuckS,6,8.0,20.0,2,1,2,0,13,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6634,0.1523,0.0,0.0,2472.54,3135.84,2.9,4.3,-0.6634,-0.1523,0.269,0.109,1.6,1.41,0.715,0.395,0.08299,0.00037,0.6,0.471,18.0,54.3,1,2.121,6,0,167.976,239.2126355492692,0.0,0.068,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.937,0.0,0.0,0.0,0.0,0.9743999999999999,0.5261669024045261,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.5111,0.0,663.3000000000002,1.4,0.5111,-0.16000000000000003,-0.19000000000000017,-0.31999999999999995,-0.08262,-0.129,36.3,71.23663554926921,0.068,0.0,-0.063,0.0,0.0,0.0,0.0,0.8720000000000001,0.0,0.0,-0.4482330975954738,0.0,0.0,0.0,5.0,0.2,3.292,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4643,0.0,2377.87,3.2,-0.4643,0.297,1.002,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.4,771.83,1.262,0.09116,0.4,18.5,1.0,1.786,6.0,0.0,0
16_RT,4,Q3,Animal,Cat,6,8.0,20.0,2,1,2,0,13,1,0,0.0,0.0,0,0,5.0,0.2,0.0,1,0,0.2,0.0,0.0,0.0,0.9741,0.9442,0.0,0.0,2232.89,4466.24,3.0,3.0,-0.9741,-0.9442,0.173,0.252,1.6,0.57,1.145,0.134,0.00239,0.00161,0.4,0.571,29.3,41.0,1,1.75,6,0,131.038,150.08571428571426,0.408,1.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882,0.40971428571428575,External_Hazard,Not_Applicable,0.0,0,-0.2,-1,-0.2,0.0,-0.029899999999999927,0.0,2233.35,0.0,0.029899999999999927,0.07900000000000001,-1.0300000000000002,-1.0110000000000001,-0.0007800000000000001,0.17099999999999993,11.7,19.04771428571425,0.625,0.0,0.0,0.0,0.0,0.0,-0.182,0.0,0.0,0.0,-0.47228571428571425,0.0,0.0,0.0,5.0,0.4,0.0,0.0,0.12,0.0,0.0,0.128,0.0,0.0,0.16,0.0,0.4,0.0,0.7584,0.0,2588.8,3.2,-0.7584,0.248,0.0,0.0,0.031,0.0,0.0,0.36,0.0,0.0,0.072,12.0,2.4,1346.83,0.733,0.03314,0.4,9.1,1.0,2.121,6.0,0.0,0
17_RT,4,Q1,Speed,Speed3,7,29.0,0.0,4,5,0,1,60,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.9705,0.309,0.0,0.0,3283.01,3567.21,1.6,2.2,-0.9705,-0.309,0.14,0.045,2.6,2.62,0.313,0.178,0.00214,0.01094,0.2,0.0,0.0,63.8,1,1.526,7,0,511.474,438.0340760157274,0.129,0.0,0.102,0.0,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.243,0.0,0.8346,1.0,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,-0.6615,0.0,284.1999999999998,0.6000000000000001,0.6615,-0.09500000000000001,0.020000000000000018,-0.135,0.0088,-0.2,63.8,-73.43992398427258,-0.129,-0.102,-0.319,0.0,0.0,0.0,0.0,0.0,-0.034,-0.243,0.1654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
17_RT,4,Q2,Sign,DuckS,7,29.0,0.0,4,5,0,1,60,1,0,0.0,0.0,0,0,5.0,0.2,0.0,0,0,0.0,0.0,0.0,0.0,0.8303,0.0411,0.0,0.0,3613.19,1915.75,1.9,2.0,-0.8303,-0.0266,0.121,0.137,2.4,1.35,0.007,0.006,0.08268,0.0014,0.0,0.0,0.0,0.0,1,1.487,7,0,482.10600000000005,143.93409549428378,0.206,0.0,0.0,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382,0.148,0.262,0.0,0.562,0.0,0.7098,0.9004707464694015,External_Hazard,Not_Applicable,0.0,0,-0.2,0,0.0,0.0,-0.7892,0.0,-1697.44,0.10000000000000009,0.8037000000000001,0.016000000000000014,-1.0499999999999998,-0.001,-0.08128,0.0,0.0,-338.17190450571627,-0.206,0.0,-0.039,0.0,0.0,0.0,0.0,-0.234,-0.262,-0.562,0.19067074646940152,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.312,0.0,0.2,0.0,0.9539,0.0,2792.92,1.1,-0.9539,0.103,0.0,0.0,0.097,0.0,0.0,0.0,0.0,0.316,0.297,12.0,2.4,1611.12,0.126,0.01171,0.2,13.6,1.0,1.526,7.0,0.0,0
17_RT,4,Q3,Animal,Cat,7,29.0,0.0,4,5,0,1,60,1,0,0.0,0.0,0,0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9139,0.1869,0.0,0.0,2741.04,1966.78,1.8,1.6,-0.9139,-0.1869,0.116,0.122,2.4,1.46,0.011,0.001,0.02482,0.00798,0.0,0.0,0.0,0.0,1,1.372,7,0,302.634,93.03206997084547,0.747,0.429,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106,0.078,0.0,0.0,0.031,0.0,0.0,0.0,0.8099999999999999,0.6304664723032071,External_Hazard,Not_Applicable,0.0,0,0.0,0,0.0,0.0,-0.7270000000000001,0.0,-774.26,-0.19999999999999996,0.7270000000000001,0.0059999999999999915,-0.94,-0.009999999999999998,-0.01684,0.0,0.0,-209.60193002915454,-0.318,-0.066,0.0,0.0,0.0,0.0,-0.027999999999999997,0.0,-0.031,0.0,-0.17953352769679287,0.0,0.0,0.0,5.0,0.2,0.0,0.456,0.0,0.0,0.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1029,0.0,3217.2,2.2,-0.0754,0.13,0.038,0.21,0.065,0.0,0.263,0.039,0.0,0.067,0.0,13.0,2.6,2365.29,0.005,0.01254,0.0,0.0,1.0,1.487,7.0,0.0,0
